user_id,signup_date,step_name,step_completed,timestamp,cohort_week,plan_type
1010,2025-06-12,Complete Setup Tutorial,True,2025-06-12 00:36:00,2025-06-09,paid
1011,2025-06-09,Email Confirmed,False,,2025-06-09,free
1012,2025-06-22,Email Confirmed,True,2025-06-22 00:19:00,2025-06-16,trial
1012,2025-06-22,Add Profile Info,True,2025-06-22 00:31:00,2025-06-16,free
1012,2025-06-22,Connect Payment Method,True,2025-06-22 00:38:00,2025-06-16,trial
1012,2025-06-22,Invite Team Member,True,2025-06-22 00:48:00,2025-06-16,paid
1012,2025-06-22,Complete Setup Tutorial,False,,2025-06-16,paid
1013,2025-06-30,Email Confirmed,True,2025-06-30 00:11:00,2025-06-30,paid
1013,2025-06-30,Add Profile Info,True,2025-06-30 00:19:00,2025-06-30,free
1013,2025-06-30,Connect Payment Method,True,2025-06-30 00:26:00,2025-06-30,paid
1013,2025-06-30,Invite Team Member,False,,2025-06-30,paid
1014,2025-06-30,Email Confirmed,True,2025-06-30 00:12:00,2025-06-30,trial
1014,2025-06-30,Add Profile Info,True,2025-06-30 00:25:00,2025-06-30,trial
1014,2025-06-30,Connect Payment Method,True,2025-06-30 00:34:00,2025-06-30,paid
1014,2025-06-30,Invite Team Member,False,,2025-06-30,free
1015,2025-06-24,Email Confirmed,True,2025-06-24 00:04:00,2025-06-23,paid
1015,2025-06-24,Add Profile Info,True,2025-06-24 00:10:00,2025-06-23,paid
1015,2025-06-24,Connect Payment Method,True,2025-06-24 00:29:00,2025-06-23,free
1015,2025-06-24,Invite Team Member,True,2025-06-24 00:44:00,2025-06-23,free
1015,2025-06-24,Complete Setup Tutorial,False,,2025-06-23,paid
1016,2025-06-23,Email Confirmed,True,2025-06-23 00:11:00,2025-06-23,trial
1016,2025-06-23,Add Profile Info,False,,2025-06-23,paid
1017,2025-06-12,Email Confirmed,True,2025-06-12 00:18:00,2025-06-09,trial
1017,2025-06-12,Add Profile Info,True,2025-06-12 00:27:00,2025-06-09,free
1017,2025-06-12,Connect Payment Method,True,2025-06-12 00:47:00,2025-06-09,paid
1017,2025-06-12,Invite Team Member,True,2025-06-12 00:56:00,2025-06-09,free
1017,2025-06-12,Complete Setup Tutorial,True,2025-06-12 00:59:00,2025-06-09,free
1018,2025-06-03,Email Confirmed,False,,2025-06-02,trial
1019,2025-06-03,Email Confirmed,True,2025-06-03 00:10:00,2025-06-02,paid
1019,2025-06-03,Add Profile Info,True,2025-06-03 00:29:00,2025-06-02,free
1019,2025-06-03,Connect Payment Method,False,,2025-06-02,paid
1020,2025-06-19,Email Confirmed,True,2025-06-19 00:17:00,2025-06-16,trial
1020,2025-06-19,Add Profile Info,True,2025-06-19 00:22:00,2025-06-16,paid
1020,2025-06-19,Connect Payment Method,True,2025-06-19 00:37:00,2025-06-16,trial
1020,2025-06-19,Invite Team Member,True,2025-06-19 00:40:00,2025-06-16,paid
1020,2025-06-19,Complete Setup Tutorial,False,,2025-06-16,paid
1021,2025-06-04,Email Confirmed,True,2025-06-04 00:12:00,2025-06-02,free
1021,2025-06-04,Add Profile Info,True,2025-06-04 00:20:00,2025-06-02,paid
1021,2025-06-04,Connect Payment Method,True,2025-06-04 00:35:00,2025-06-02,free
1021,2025-06-04,Invite Team Member,True,2025-06-04 00:44:00,2025-06-02,free
1021,2025-06-04,Complete Setup Tutorial,False,,2025-06-02,paid
1022,2025-06-04,Email Confirmed,True,2025-06-04 00:19:00,2025-06-02,free
1022,2025-06-04,Add Profile Info,False,,2025-06-02,free
1023,2025-06-06,Email Confirmed,True,2025-06-06 00:17:00,2025-06-02,free
1023,2025-06-06,Add Profile Info,False,,2025-06-02,free
1024,2025-06-06,Email Confirmed,True,2025-06-06 00:14:00,2025-06-02,trial
1024,2025-06-06,Add Profile Info,False,,2025-06-02,trial
1025,2025-06-10,Email Confirmed,True,2025-06-10 00:19:00,2025-06-09,paid
1025,2025-06-10,Add Profile Info,True,2025-06-10 00:25:00,2025-06-09,free
1025,2025-06-10,Connect Payment Method,True,2025-06-10 00:28:00,2025-06-09,paid
1025,2025-06-10,Invite Team Member,False,,2025-06-09,free
1026,2025-06-24,Email Confirmed,True,2025-06-24 00:03:00,2025-06-23,paid
1026,2025-06-24,Add Profile Info,True,2025-06-24 00:21:00,2025-06-23,free
1026,2025-06-24,Connect Payment Method,True,2025-06-24 00:39:00,2025-06-23,free
1026,2025-06-24,Invite Team Member,False,,2025-06-23,free
1027,2025-06-20,Email Confirmed,True,2025-06-20 00:09:00,2025-06-16,trial
1027,2025-06-20,Add Profile Info,True,2025-06-20 00:29:00,2025-06-16,free
1027,2025-06-20,Connect Payment Method,True,2025-06-20 00:32:00,2025-06-16,paid
1027,2025-06-20,Invite Team Member,True,2025-06-20 00:52:00,2025-06-16,paid
1027,2025-06-20,Complete Setup Tutorial,False,,2025-06-16,trial
1028,2025-06-07,Email Confirmed,True,2025-06-07 00:12:00,2025-06-02,free
1028,2025-06-07,Add Profile Info,True,2025-06-07 00:18:00,2025-06-02,paid
1028,2025-06-07,Connect Payment Method,True,2025-06-07 00:34:00,2025-06-02,trial
1028,2025-06-07,Invite Team Member,False,,2025-06-02,free
1029,2025-06-01,Email Confirmed,True,2025-06-01 00:20:00,2025-05-26,free
1029,2025-06-01,Add Profile Info,True,2025-06-01 00:28:00,2025-05-26,paid
1029,2025-06-01,Connect Payment Method,True,2025-06-01 00:41:00,2025-05-26,free
1029,2025-06-01,Invite Team Member,False,,2025-05-26,trial
1030,2025-06-10,Email Confirmed,True,2025-06-10 00:19:00,2025-06-09,paid
1030,2025-06-10,Add Profile Info,True,2025-06-10 00:37:00,2025-06-09,free
1030,2025-06-10,Connect Payment Method,False,,2025-06-09,paid
1031,2025-06-10,Email Confirmed,False,,2025-06-09,free
1032,2025-07-01,Email Confirmed,True,2025-07-01 00:10:00,2025-06-30,free
1032,2025-07-01,Add Profile Info,False,,2025-06-30,paid
1033,2025-06-18,Email Confirmed,True,2025-06-18 00:11:00,2025-06-16,paid
1033,2025-06-18,Add Profile Info,True,2025-06-18 00:23:00,2025-06-16,free
1033,2025-06-18,Connect Payment Method,False,,2025-06-16,trial
1034,2025-06-17,Email Confirmed,True,2025-06-17 00:03:00,2025-06-16,free
1034,2025-06-17,Add Profile Info,True,2025-06-17 00:13:00,2025-06-16,free
1034,2025-06-17,Connect Payment Method,True,2025-06-17 00:19:00,2025-06-16,paid
1034,2025-06-17,Invite Team Member,False,,2025-06-16,free
1035,2025-06-24,Email Confirmed,True,2025-06-24 00:15:00,2025-06-23,paid
1035,2025-06-24,Add Profile Info,True,2025-06-24 00:19:00,2025-06-23,paid
1035,2025-06-24,Connect Payment Method,False,,2025-06-23,paid
1036,2025-06-02,Email Confirmed,True,2025-06-02 00:20:00,2025-06-02,paid
1036,2025-06-02,Add Profile Info,True,2025-06-02 00:26:00,2025-06-02,free
1036,2025-06-02,Connect Payment Method,True,2025-06-02 00:29:00,2025-06-02,trial
1036,2025-06-02,Invite Team Member,True,2025-06-02 00:38:00,2025-06-02,paid
1036,2025-06-02,Complete Setup Tutorial,True,2025-06-02 00:57:00,2025-06-02,trial
1037,2025-06-20,Email Confirmed,True,2025-06-20 00:09:00,2025-06-16,free
1037,2025-06-20,Add Profile Info,False,,2025-06-16,free
1038,2025-06-29,Email Confirmed,True,2025-06-29 00:07:00,2025-06-23,paid
1038,2025-06-29,Add Profile Info,False,,2025-06-23,trial
1039,2025-06-26,Email Confirmed,True,2025-06-26 00:09:00,2025-06-23,trial
1039,2025-06-26,Add Profile Info,True,2025-06-26 00:14:00,2025-06-23,trial
1039,2025-06-26,Connect Payment Method,False,,2025-06-23,trial
1040,2025-06-08,Email Confirmed,True,2025-06-08 00:16:00,2025-06-02,trial
1040,2025-06-08,Add Profile Info,True,2025-06-08 00:25:00,2025-06-02,free
1040,2025-06-08,Connect Payment Method,True,2025-06-08 00:33:00,2025-06-02,trial
1040,2025-06-08,Invite Team Member,True,2025-06-08 00:37:00,2025-06-02,trial
1040,2025-06-08,Complete Setup Tutorial,True,2025-06-08 00:55:00,2025-06-02,trial
1041,2025-06-22,Email Confirmed,False,,2025-06-16,paid
1042,2025-06-11,Email Confirmed,False,,2025-06-09,free
1043,2025-06-29,Email Confirmed,False,,2025-06-23,free
1044,2025-06-19,Email Confirmed,False,,2025-06-16,trial
1045,2025-06-02,Email Confirmed,True,2025-06-02 00:15:00,2025-06-02,trial
1045,2025-06-02,Add Profile Info,True,2025-06-02 00:27:00,2025-06-02,trial
1045,2025-06-02,Connect Payment Method,True,2025-06-02 00:45:00,2025-06-02,free
1045,2025-06-02,Invite Team Member,True,2025-06-02 01:05:00,2025-06-02,free
1045,2025-06-02,Complete Setup Tutorial,True,2025-06-02 01:20:00,2025-06-02,free
1046,2025-06-17,Email Confirmed,False,,2025-06-16,paid
1047,2025-06-22,Email Confirmed,True,2025-06-22 00:08:00,2025-06-16,trial
1047,2025-06-22,Add Profile Info,True,2025-06-22 00:20:00,2025-06-16,paid
1047,2025-06-22,Connect Payment Method,True,2025-06-22 00:25:00,2025-06-16,paid
1047,2025-06-22,Invite Team Member,False,,2025-06-16,paid
1048,2025-06-10,Email Confirmed,True,2025-06-10 00:12:00,2025-06-09,trial
1048,2025-06-10,Add Profile Info,True,2025-06-10 00:31:00,2025-06-09,free
1048,2025-06-10,Connect Payment Method,True,2025-06-10 00:45:00,2025-06-09,paid
1048,2025-06-10,Invite Team Member,False,,2025-06-09,free
1049,2025-06-20,Email Confirmed,True,2025-06-20 00:14:00,2025-06-16,paid
1049,2025-06-20,Add Profile Info,False,,2025-06-16,trial
1050,2025-06-10,Email Confirmed,True,2025-06-10 00:20:00,2025-06-09,paid
1050,2025-06-10,Add Profile Info,True,2025-06-10 00:36:00,2025-06-09,trial
1050,2025-06-10,Connect Payment Method,True,2025-06-10 00:44:00,2025-06-09,paid
1050,2025-06-10,Invite Team Member,True,2025-06-10 00:51:00,2025-06-09,paid
1050,2025-06-10,Complete Setup Tutorial,True,2025-06-10 01:09:00,2025-06-09,paid
1051,2025-06-21,Email Confirmed,True,2025-06-21 00:04:00,2025-06-16,free
1051,2025-06-21,Add Profile Info,True,2025-06-21 00:13:00,2025-06-16,free
1051,2025-06-21,Connect Payment Method,True,2025-06-21 00:16:00,2025-06-16,free
1051,2025-06-21,Invite Team Member,False,,2025-06-16,paid
1052,2025-06-28,Email Confirmed,True,2025-06-28 00:16:00,2025-06-23,trial
1052,2025-06-28,Add Profile Info,False,,2025-06-23,paid
1053,2025-06-07,Email Confirmed,True,2025-06-07 00:14:00,2025-06-02,trial
1053,2025-06-07,Add Profile Info,True,2025-06-07 00:20:00,2025-06-02,paid
1053,2025-06-07,Connect Payment Method,False,,2025-06-02,free
1054,2025-06-25,Email Confirmed,True,2025-06-25 00:07:00,2025-06-23,paid
1054,2025-06-25,Add Profile Info,True,2025-06-25 00:10:00,2025-06-23,paid
1054,2025-06-25,Connect Payment Method,True,2025-06-25 00:15:00,2025-06-23,trial
1054,2025-06-25,Invite Team Member,True,2025-06-25 00:31:00,2025-06-23,paid
1054,2025-06-25,Complete Setup Tutorial,False,,2025-06-23,paid
1055,2025-06-20,Email Confirmed,True,2025-06-20 00:16:00,2025-06-16,paid
1055,2025-06-20,Add Profile Info,False,,2025-06-16,paid
1056,2025-06-14,Email Confirmed,True,2025-06-14 00:19:00,2025-06-09,trial
1056,2025-06-14,Add Profile Info,False,,2025-06-09,paid
1057,2025-06-28,Email Confirmed,True,2025-06-28 00:10:00,2025-06-23,free
1057,2025-06-28,Add Profile Info,False,,2025-06-23,trial
1058,2025-06-25,Email Confirmed,True,2025-06-25 00:17:00,2025-06-23,paid
1058,2025-06-25,Add Profile Info,True,2025-06-25 00:33:00,2025-06-23,free
1058,2025-06-25,Connect Payment Method,False,,2025-06-23,free
1059,2025-06-09,Email Confirmed,True,2025-06-09 00:19:00,2025-06-09,free
1059,2025-06-09,Add Profile Info,True,2025-06-09 00:28:00,2025-06-09,trial
1059,2025-06-09,Connect Payment Method,False,,2025-06-09,paid
1060,2025-06-07,Email Confirmed,True,2025-06-07 00:15:00,2025-06-02,trial
1060,2025-06-07,Add Profile Info,True,2025-06-07 00:30:00,2025-06-02,free
1060,2025-06-07,Connect Payment Method,True,2025-06-07 00:45:00,2025-06-02,trial
1060,2025-06-07,Invite Team Member,False,,2025-06-02,paid
1061,2025-07-01,Email Confirmed,True,2025-07-01 00:20:00,2025-06-30,trial
1061,2025-07-01,Add Profile Info,True,2025-07-01 00:33:00,2025-06-30,trial
1061,2025-07-01,Connect Payment Method,False,,2025-06-30,trial
1062,2025-06-18,Email Confirmed,True,2025-06-18 00:19:00,2025-06-16,paid
1062,2025-06-18,Add Profile Info,False,,2025-06-16,trial
1063,2025-06-08,Email Confirmed,True,2025-06-08 00:17:00,2025-06-02,free
1063,2025-06-08,Add Profile Info,True,2025-06-08 00:31:00,2025-06-02,paid
1063,2025-06-08,Connect Payment Method,True,2025-06-08 00:47:00,2025-06-02,free
1063,2025-06-08,Invite Team Member,False,,2025-06-02,paid
1064,2025-06-01,Email Confirmed,False,,2025-05-26,paid
1065,2025-06-19,Email Confirmed,True,2025-06-19 00:04:00,2025-06-16,paid
1065,2025-06-19,Add Profile Info,True,2025-06-19 00:20:00,2025-06-16,free
1065,2025-06-19,Connect Payment Method,True,2025-06-19 00:34:00,2025-06-16,trial
1065,2025-06-19,Invite Team Member,True,2025-06-19 00:46:00,2025-06-16,trial
1065,2025-06-19,Complete Setup Tutorial,False,,2025-06-16,trial
1066,2025-06-09,Email Confirmed,True,2025-06-09 00:15:00,2025-06-09,trial
1066,2025-06-09,Add Profile Info,False,,2025-06-09,trial
1067,2025-06-01,Email Confirmed,True,2025-06-01 00:03:00,2025-05-26,trial
1067,2025-06-01,Add Profile Info,True,2025-06-01 00:07:00,2025-05-26,paid
1067,2025-06-01,Connect Payment Method,True,2025-06-01 00:09:00,2025-05-26,free
1067,2025-06-01,Invite Team Member,True,2025-06-01 00:11:00,2025-05-26,paid
1067,2025-06-01,Complete Setup Tutorial,True,2025-06-01 00:17:00,2025-05-26,trial
1068,2025-06-22,Email Confirmed,True,2025-06-22 00:08:00,2025-06-16,trial
1068,2025-06-22,Add Profile Info,True,2025-06-22 00:21:00,2025-06-16,free
1068,2025-06-22,Connect Payment Method,True,2025-06-22 00:26:00,2025-06-16,free
1068,2025-06-22,Invite Team Member,False,,2025-06-16,free
1069,2025-06-19,Email Confirmed,True,2025-06-19 00:11:00,2025-06-16,paid
1069,2025-06-19,Add Profile Info,True,2025-06-19 00:25:00,2025-06-16,trial
1069,2025-06-19,Connect Payment Method,False,,2025-06-16,free
1070,2025-06-03,Email Confirmed,True,2025-06-03 00:09:00,2025-06-02,free
1070,2025-06-03,Add Profile Info,True,2025-06-03 00:20:00,2025-06-02,paid
1070,2025-06-03,Connect Payment Method,True,2025-06-03 00:25:00,2025-06-02,paid
1070,2025-06-03,Invite Team Member,False,,2025-06-02,trial
1071,2025-06-18,Email Confirmed,True,2025-06-18 00:13:00,2025-06-16,free
1071,2025-06-18,Add Profile Info,True,2025-06-18 00:25:00,2025-06-16,free
1071,2025-06-18,Connect Payment Method,False,,2025-06-16,trial
1072,2025-06-04,Email Confirmed,True,2025-06-04 00:13:00,2025-06-02,paid
1072,2025-06-04,Add Profile Info,False,,2025-06-02,trial
1073,2025-06-23,Email Confirmed,True,2025-06-23 00:07:00,2025-06-23,paid
1073,2025-06-23,Add Profile Info,True,2025-06-23 00:17:00,2025-06-23,paid
1073,2025-06-23,Connect Payment Method,False,,2025-06-23,paid
1074,2025-06-25,Email Confirmed,True,2025-06-25 00:15:00,2025-06-23,paid
1074,2025-06-25,Add Profile Info,True,2025-06-25 00:27:00,2025-06-23,free
1074,2025-06-25,Connect Payment Method,False,,2025-06-23,free
1075,2025-06-09,Email Confirmed,True,2025-06-09 00:09:00,2025-06-09,trial
1075,2025-06-09,Add Profile Info,True,2025-06-09 00:23:00,2025-06-09,trial
1075,2025-06-09,Connect Payment Method,True,2025-06-09 00:35:00,2025-06-09,free
1075,2025-06-09,Invite Team Member,True,2025-06-09 00:48:00,2025-06-09,trial
1075,2025-06-09,Complete Setup Tutorial,True,2025-06-09 00:58:00,2025-06-09,paid
1076,2025-06-01,Email Confirmed,True,2025-06-01 00:08:00,2025-05-26,free
1076,2025-06-01,Add Profile Info,True,2025-06-01 00:23:00,2025-05-26,trial
1076,2025-06-01,Connect Payment Method,True,2025-06-01 00:32:00,2025-05-26,paid
1076,2025-06-01,Invite Team Member,True,2025-06-01 00:49:00,2025-05-26,trial
1076,2025-06-01,Complete Setup Tutorial,False,,2025-05-26,free
1077,2025-06-10,Email Confirmed,True,2025-06-10 00:09:00,2025-06-09,trial
1077,2025-06-10,Add Profile Info,True,2025-06-10 00:22:00,2025-06-09,trial
1077,2025-06-10,Connect Payment Method,True,2025-06-10 00:35:00,2025-06-09,trial
1077,2025-06-10,Invite Team Member,False,,2025-06-09,paid
1078,2025-06-11,Email Confirmed,True,2025-06-11 00:16:00,2025-06-09,trial
1078,2025-06-11,Add Profile Info,True,2025-06-11 00:25:00,2025-06-09,free
1078,2025-06-11,Connect Payment Method,False,,2025-06-09,trial
1079,2025-06-04,Email Confirmed,True,2025-06-04 00:07:00,2025-06-02,free
1079,2025-06-04,Add Profile Info,True,2025-06-04 00:24:00,2025-06-02,trial
1079,2025-06-04,Connect Payment Method,False,,2025-06-02,paid
1080,2025-06-20,Email Confirmed,True,2025-06-20 00:05:00,2025-06-16,free
1080,2025-06-20,Add Profile Info,True,2025-06-20 00:18:00,2025-06-16,free
1080,2025-06-20,Connect Payment Method,True,2025-06-20 00:37:00,2025-06-16,free
1080,2025-06-20,Invite Team Member,True,2025-06-20 00:40:00,2025-06-16,paid
1080,2025-06-20,Complete Setup Tutorial,True,2025-06-20 00:46:00,2025-06-16,paid
1081,2025-06-28,Email Confirmed,True,2025-06-28 00:05:00,2025-06-23,free
1081,2025-06-28,Add Profile Info,True,2025-06-28 00:22:00,2025-06-23,trial
1081,2025-06-28,Connect Payment Method,True,2025-06-28 00:29:00,2025-06-23,free
1081,2025-06-28,Invite Team Member,True,2025-06-28 00:46:00,2025-06-23,free
1081,2025-06-28,Complete Setup Tutorial,False,,2025-06-23,trial
1082,2025-06-16,Email Confirmed,True,2025-06-16 00:03:00,2025-06-16,free
1082,2025-06-16,Add Profile Info,True,2025-06-16 00:23:00,2025-06-16,trial
1082,2025-06-16,Connect Payment Method,True,2025-06-16 00:32:00,2025-06-16,free
1082,2025-06-16,Invite Team Member,False,,2025-06-16,trial
1083,2025-06-20,Email Confirmed,True,2025-06-20 00:09:00,2025-06-16,paid
1083,2025-06-20,Add Profile Info,True,2025-06-20 00:25:00,2025-06-16,trial
1083,2025-06-20,Connect Payment Method,False,,2025-06-16,trial
1084,2025-06-10,Email Confirmed,True,2025-06-10 00:03:00,2025-06-09,paid
1084,2025-06-10,Add Profile Info,False,,2025-06-09,free
1085,2025-07-01,Email Confirmed,True,2025-07-01 00:08:00,2025-06-30,trial
1085,2025-07-01,Add Profile Info,True,2025-07-01 00:15:00,2025-06-30,free
1085,2025-07-01,Connect Payment Method,True,2025-07-01 00:19:00,2025-06-30,free
1085,2025-07-01,Invite Team Member,True,2025-07-01 00:35:00,2025-06-30,paid
1085,2025-07-01,Complete Setup Tutorial,False,,2025-06-30,trial
1086,2025-06-02,Email Confirmed,True,2025-06-02 00:11:00,2025-06-02,paid
1086,2025-06-02,Add Profile Info,False,,2025-06-02,free
1087,2025-06-22,Email Confirmed,True,2025-06-22 00:10:00,2025-06-16,paid
1087,2025-06-22,Add Profile Info,True,2025-06-22 00:18:00,2025-06-16,trial
1087,2025-06-22,Connect Payment Method,True,2025-06-22 00:27:00,2025-06-16,paid
1087,2025-06-22,Invite Team Member,True,2025-06-22 00:37:00,2025-06-16,free
1087,2025-06-22,Complete Setup Tutorial,True,2025-06-22 00:44:00,2025-06-16,trial
1088,2025-06-20,Email Confirmed,True,2025-06-20 00:20:00,2025-06-16,trial
1088,2025-06-20,Add Profile Info,True,2025-06-20 00:36:00,2025-06-16,paid
1088,2025-06-20,Connect Payment Method,True,2025-06-20 00:50:00,2025-06-16,trial
1088,2025-06-20,Invite Team Member,True,2025-06-20 01:07:00,2025-06-16,trial
1088,2025-06-20,Complete Setup Tutorial,True,2025-06-20 01:10:00,2025-06-16,trial
1089,2025-06-24,Email Confirmed,True,2025-06-24 00:10:00,2025-06-23,free
1089,2025-06-24,Add Profile Info,True,2025-06-24 00:30:00,2025-06-23,paid
1089,2025-06-24,Connect Payment Method,False,,2025-06-23,paid
1090,2025-06-27,Email Confirmed,True,2025-06-27 00:03:00,2025-06-23,free
1090,2025-06-27,Add Profile Info,True,2025-06-27 00:19:00,2025-06-23,trial
1090,2025-06-27,Connect Payment Method,True,2025-06-27 00:39:00,2025-06-23,trial
1090,2025-06-27,Invite Team Member,False,,2025-06-23,trial
1091,2025-06-03,Email Confirmed,True,2025-06-03 00:15:00,2025-06-02,trial
1091,2025-06-03,Add Profile Info,True,2025-06-03 00:20:00,2025-06-02,free
1091,2025-06-03,Connect Payment Method,True,2025-06-03 00:37:00,2025-06-02,trial
1091,2025-06-03,Invite Team Member,False,,2025-06-02,trial
1092,2025-06-27,Email Confirmed,True,2025-06-27 00:03:00,2025-06-23,trial
1092,2025-06-27,Add Profile Info,True,2025-06-27 00:13:00,2025-06-23,trial
1092,2025-06-27,Connect Payment Method,True,2025-06-27 00:27:00,2025-06-23,paid
1092,2025-06-27,Invite Team Member,False,,2025-06-23,free
1093,2025-06-22,Email Confirmed,True,2025-06-22 00:16:00,2025-06-16,trial
1093,2025-06-22,Add Profile Info,True,2025-06-22 00:34:00,2025-06-16,trial
1093,2025-06-22,Connect Payment Method,True,2025-06-22 00:51:00,2025-06-16,paid
1093,2025-06-22,Invite Team Member,True,2025-06-22 00:54:00,2025-06-16,free
1093,2025-06-22,Complete Setup Tutorial,True,2025-06-22 01:00:00,2025-06-16,trial
1094,2025-06-15,Email Confirmed,True,2025-06-15 00:17:00,2025-06-09,free
1094,2025-06-15,Add Profile Info,True,2025-06-15 00:26:00,2025-06-09,paid
1094,2025-06-15,Connect Payment Method,True,2025-06-15 00:45:00,2025-06-09,free
1094,2025-06-15,Invite Team Member,False,,2025-06-09,free
1095,2025-06-08,Email Confirmed,False,,2025-06-02,free
1096,2025-06-15,Email Confirmed,False,,2025-06-09,paid
1097,2025-06-27,Email Confirmed,True,2025-06-27 00:11:00,2025-06-23,paid
1097,2025-06-27,Add Profile Info,True,2025-06-27 00:26:00,2025-06-23,trial
1097,2025-06-27,Connect Payment Method,False,,2025-06-23,free
1098,2025-06-15,Email Confirmed,True,2025-06-15 00:14:00,2025-06-09,free
1098,2025-06-15,Add Profile Info,False,,2025-06-09,paid
1099,2025-06-24,Email Confirmed,True,2025-06-24 00:04:00,2025-06-23,trial
1099,2025-06-24,Add Profile Info,True,2025-06-24 00:19:00,2025-06-23,trial
1099,2025-06-24,Connect Payment Method,False,,2025-06-23,paid
1100,2025-06-09,Email Confirmed,True,2025-06-09 00:11:00,2025-06-09,paid
1100,2025-06-09,Add Profile Info,True,2025-06-09 00:31:00,2025-06-09,paid
1100,2025-06-09,Connect Payment Method,False,,2025-06-09,trial
1101,2025-06-28,Email Confirmed,True,2025-06-28 00:19:00,2025-06-23,trial
1101,2025-06-28,Add Profile Info,True,2025-06-28 00:38:00,2025-06-23,paid
1101,2025-06-28,Connect Payment Method,True,2025-06-28 00:50:00,2025-06-23,free
1101,2025-06-28,Invite Team Member,False,,2025-06-23,free
1102,2025-06-19,Email Confirmed,True,2025-06-19 00:15:00,2025-06-16,free
1102,2025-06-19,Add Profile Info,True,2025-06-19 00:32:00,2025-06-16,paid
1102,2025-06-19,Connect Payment Method,False,,2025-06-16,trial
1103,2025-06-13,Email Confirmed,False,,2025-06-09,paid
1104,2025-06-05,Email Confirmed,True,2025-06-05 00:03:00,2025-06-02,free
1104,2025-06-05,Add Profile Info,True,2025-06-05 00:23:00,2025-06-02,trial
1104,2025-06-05,Connect Payment Method,False,,2025-06-02,trial
1105,2025-06-04,Email Confirmed,True,2025-06-04 00:16:00,2025-06-02,free
1105,2025-06-04,Add Profile Info,True,2025-06-04 00:31:00,2025-06-02,paid
1105,2025-06-04,Connect Payment Method,False,,2025-06-02,free
1106,2025-06-16,Email Confirmed,True,2025-06-16 00:10:00,2025-06-16,trial
1106,2025-06-16,Add Profile Info,True,2025-06-16 00:24:00,2025-06-16,paid
1106,2025-06-16,Connect Payment Method,True,2025-06-16 00:36:00,2025-06-16,paid
